date,level,degrees
10/31/2005,115.3114236,1765
11/1/2005,115.3348071,1766
11/2/2005,115.358361,1767
11/3/2005,115.3820807,1768
11/4/2005,115.4059619,1769
11/5/2005,115.43,1770
11/6/2005,115.4541904,1771
11/7/2005,115.4785284,1772
11/8/2005,115.5030095,1773
11/9/2005,115.5276289,1774
11/10/2005,115.5523817,1775
11/11/2005,115.5772634,1776
11/12/2005,115.6022689,1777
11/13/2005,115.6273934,1778
11/14/2005,115.6526321,1779
11/15/2005,115.6779799,1780
11/16/2005,115.7034318,1781
11/17/2005,115.728983,1782
11/18/2005,115.7546283,1783
11/19/2005,115.7803626,1784
11/20/2005,115.806181,1785
11/21/2005,115.8320781,1786
11/22/2005,115.8580489,1787
11/23/2005,115.8840883,1788
11/24/2005,115.910191,1789
11/25/2005,115.9363518,1790
11/26/2005,115.9625655,1791
11/27/2005,115.9888269,1792
11/28/2005,116.0151307,1793
11/29/2005,116.0414715,1794
11/30/2005,116.0678443,1795
12/1/2005,116.0942435,1796
12/2/2005,116.120664,1797
12/3/2005,116.1471005,1798
12/4/2005,116.1735476,1799
12/5/2005,116.2,1800
12/6/2005,116.2264524,1801
12/7/2005,116.2528995,1802
12/8/2005,116.279336,1803
12/9/2005,116.3057565,1804
12/10/2005,116.3321557,1805
12/11/2005,116.3585285,1806
12/12/2005,116.3848693,1807
12/13/2005,116.4111731,1808
12/14/2005,116.4374345,1809
12/15/2005,116.4636482,1810
12/16/2005,116.489809,1811
12/17/2005,116.5159117,1812
12/18/2005,116.5419511,1813
12/19/2005,116.5679219,1814
12/20/2005,116.593819,1815
12/21/2005,116.6196374,1816
12/22/2005,116.6453717,1817
12/23/2005,116.671017,1818
12/24/2005,116.6965682,1819
12/25/2005,116.7220201,1820
12/26/2005,116.7473679,1821
12/27/2005,116.7726066,1822
12/28/2005,116.7977311,1823
12/29/2005,116.8227366,1824
12/30/2005,116.8476183,1825
12/31/2005,116.8723711,1826
1/1/2006,116.8969905,1827
1/2/2006,116.9214716,1828
1/3/2006,116.9458096,1829
1/4/2006,116.97,1830
1/5/2006,116.9940381,1831
1/6/2006,117.0179193,1832
1/7/2006,117.041639,1833
1/8/2006,117.0651929,1834
1/9/2006,117.0885764,1835
1/10/2006,117.1117853,1836
1/11/2006,117.134815,1837
1/12/2006,117.1576615,1838
1/13/2006,117.1803204,1839
1/14/2006,117.2027876,1840
1/15/2006,117.225059,1841
1/16/2006,117.2471306,1842
1/17/2006,117.2689984,1843
1/18/2006,117.2906584,1844
1/19/2006,117.3121068,1845
1/20/2006,117.3333398,1846
1/21/2006,117.3543537,1847
1/22/2006,117.3751448,1848
1/23/2006,117.3957096,1849
1/24/2006,117.4160444,1850
1/25/2006,117.436146,1851
1/26/2006,117.4560108,1852
1/27/2006,117.4756355,1853
1/28/2006,117.495017,1854
1/29/2006,117.514152,1855
1/30/2006,117.5330376,1856
1/31/2006,117.5516706,1857
2/1/2006,117.5700481,1858
2/2/2006,117.5881673,1859
2/3/2006,117.6060254,1860
2/4/2006,117.6236197,1861
2/5/2006,117.6409476,1862
2/6/2006,117.6580065,1863
2/7/2006,117.674794,1864
2/8/2006,117.6913078,1865
2/9/2006,117.7075455,1866
2/10/2006,117.7235049,1867
2/11/2006,117.7391839,1868
2/12/2006,117.7545804,1869
2/13/2006,117.7696926,1870
2/14/2006,117.7845186,1871
2/15/2006,117.7990565,1872
2/16/2006,117.8133048,1873
2/17/2006,117.8272617,1874
2/18/2006,117.8409258,1875
2/19/2006,117.8542957,1876
2/20/2006,117.8673701,1877
2/21/2006,117.8801476,1878
2/22/2006,117.8926272,1879
2/23/2006,117.9048078,1880
2/24/2006,117.9166883,1881
2/25/2006,117.9282681,1882
2/26/2006,117.9395462,1883
2/27/2006,117.9505219,1884
2/28/2006,117.9611947,1885
3/1/2006,117.9715641,1886
3/2/2006,117.9816295,1887
3/3/2006,117.9913908,1888
3/4/2006,118.0008477,1889
3/5/2006,118.01,1890
3/6/2006,118.0188477,1891
3/7/2006,118.0273908,1892
3/8/2006,118.0356295,1893
3/9/2006,118.0435641,1894
3/10/2006,118.0511947,1895
3/11/2006,118.0585219,1896
3/12/2006,118.0655462,1897
3/13/2006,118.0722681,1898
3/14/2006,118.0786883,1899
3/15/2006,118.0848078,1900
3/16/2006,118.0906272,1901
3/17/2006,118.0961476,1902
3/18/2006,118.1013701,1903
3/19/2006,118.1062957,1904
3/20/2006,118.1109258,1905
3/21/2006,118.1152617,1906
3/22/2006,118.1193048,1907
3/23/2006,118.1230565,1908
3/24/2006,118.1265186,1909
3/25/2006,118.1296926,1910
3/26/2006,118.1325804,1911
3/27/2006,118.1351839,1912
3/28/2006,118.1375049,1913
3/29/2006,118.1395455,1914
3/30/2006,118.1413078,1915
3/31/2006,118.142794,1916
4/1/2006,118.1440065,1917
4/2/2006,118.1449476,1918
4/3/2006,118.1456197,1919
4/4/2006,118.1460254,1920
4/5/2006,118.1461673,1921
4/6/2006,118.1460481,1922
4/7/2006,118.1456706,1923
4/8/2006,118.1450376,1924
4/9/2006,118.144152,1925
4/10/2006,118.143017,1926
4/11/2006,118.1416355,1927
4/12/2006,118.1400108,1928
4/13/2006,118.138146,1929
4/14/2006,118.1360444,1930
4/15/2006,118.1337096,1931
4/16/2006,118.1311448,1932
4/17/2006,118.1283537,1933
4/18/2006,118.1253398,1934
4/19/2006,118.1221068,1935
4/20/2006,118.1186584,1936
4/21/2006,118.1149984,1937
4/22/2006,118.1111306,1938
4/23/2006,118.107059,1939
4/24/2006,118.1027876,1940
4/25/2006,118.0983204,1941
4/26/2006,118.0936615,1942
4/27/2006,118.088815,1943
4/28/2006,118.0837853,1944
4/29/2006,118.0785764,1945
4/30/2006,118.0731929,1946
5/1/2006,118.067639,1947
5/2/2006,118.0619193,1948
5/3/2006,118.0560381,1949
5/4/2006,118.05,1950
5/5/2006,118.0438096,1951
5/6/2006,118.0374716,1952
5/7/2006,118.0309905,1953
5/8/2006,118.0243711,1954
5/9/2006,118.0176183,1955
5/10/2006,118.0107366,1956
5/11/2006,118.0037311,1957
5/12/2006,117.9966066,1958
5/13/2006,117.9893679,1959
5/14/2006,117.9820201,1960
5/15/2006,117.9745682,1961
5/16/2006,117.967017,1962
5/17/2006,117.9593717,1963
5/18/2006,117.9516374,1964
5/19/2006,117.943819,1965
5/20/2006,117.9359219,1966
5/21/2006,117.9279511,1967
5/22/2006,117.9199117,1968
5/23/2006,117.911809,1969
5/24/2006,117.9036482,1970
5/25/2006,117.8954345,1971
5/26/2006,117.8871731,1972
5/27/2006,117.8788693,1973
5/28/2006,117.8705285,1974
5/29/2006,117.8621557,1975
5/30/2006,117.8537565,1976
5/31/2006,117.845336,1977
6/1/2006,117.8368995,1978
6/2/2006,117.8284524,1979
6/3/2006,117.82,1980
6/4/2006,117.8115476,1981
6/5/2006,117.8031005,1982
6/6/2006,117.794664,1983
6/7/2006,117.7862435,1984
6/8/2006,117.7778443,1985
6/9/2006,117.7694715,1986
6/10/2006,117.7611307,1987
6/11/2006,117.7528269,1988
6/12/2006,117.7445655,1989
6/13/2006,117.7363518,1990
6/14/2006,117.728191,1991
6/15/2006,117.7200883,1992
6/16/2006,117.7120489,1993
6/17/2006,117.7040781,1994
6/18/2006,117.696181,1995
6/19/2006,117.6883626,1996
6/20/2006,117.6806283,1997
6/21/2006,117.672983,1998
6/22/2006,117.6654318,1999
6/23/2006,117.6579799,2000
6/24/2006,117.6506321,2001
6/25/2006,117.6433934,2002
6/26/2006,117.6362689,2003
6/27/2006,117.6292634,2004
6/28/2006,117.6223817,2005
6/29/2006,117.6156289,2006
6/30/2006,117.6090095,2007
7/1/2006,117.6025284,2008
7/2/2006,117.5961904,2009
7/3/2006,117.59,2010
7/4/2006,117.5839619,2011
7/5/2006,117.5780807,2012
7/6/2006,117.572361,2013
7/7/2006,117.5668071,2014
7/8/2006,117.5614236,2015
7/9/2006,117.5562147,2016
7/10/2006,117.551185,2017
7/11/2006,117.5463385,2018
7/12/2006,117.5416796,2019
7/13/2006,117.5372124,2020
7/14/2006,117.532941,2021
7/15/2006,117.5288694,2022
7/16/2006,117.5250016,2023
7/17/2006,117.5213416,2024
7/18/2006,117.5178932,2025
7/19/2006,117.5146602,2026
7/20/2006,117.5116463,2027
7/21/2006,117.5088552,2028
7/22/2006,117.5062904,2029
7/23/2006,117.5039556,2030
7/24/2006,117.501854,2031
7/25/2006,117.4999892,2032
7/26/2006,117.4983645,2033
7/27/2006,117.496983,2034
7/28/2006,117.495848,2035
7/29/2006,117.4949624,2036
7/30/2006,117.4943294,2037
7/31/2006,117.4939519,2038
8/1/2006,117.4938327,2039
8/2/2006,117.4939746,2040
8/3/2006,117.4943803,2041
8/4/2006,117.4950524,2042
8/5/2006,117.4959935,2043
8/6/2006,117.497206,2044
8/7/2006,117.4986922,2045
8/8/2006,117.5004545,2046
8/9/2006,117.5024951,2047
8/10/2006,117.5048161,2048
8/11/2006,117.5074196,2049
8/12/2006,117.5103074,2050
8/13/2006,117.5134814,2051
8/14/2006,117.5169435,2052
8/15/2006,117.5206952,2053
8/16/2006,117.5247383,2054
8/17/2006,117.5290742,2055
8/18/2006,117.5337043,2056
8/19/2006,117.5386299,2057
8/20/2006,117.5438524,2058
8/21/2006,117.5493728,2059
8/22/2006,117.5551922,2060
8/23/2006,117.5613117,2061
8/24/2006,117.5677319,2062
8/25/2006,117.5744538,2063
8/26/2006,117.5814781,2064
8/27/2006,117.5888053,2065
8/28/2006,117.5964359,2066
8/29/2006,117.6043705,2067
8/30/2006,117.6126092,2068
8/31/2006,117.6211523,2069
9/1/2006,117.63,2070
9/2/2006,117.6391523,2071
9/3/2006,117.6486092,2072
9/4/2006,117.6583705,2073
9/5/2006,117.6684359,2074
9/6/2006,117.6788053,2075
9/7/2006,117.6894781,2076
9/8/2006,117.7004538,2077
9/9/2006,117.7117319,2078
9/10/2006,117.7233117,2079
9/11/2006,117.7351922,2080
9/12/2006,117.7473728,2081
9/13/2006,117.7598524,2082
9/14/2006,117.7726299,2083
9/15/2006,117.7857043,2084
9/16/2006,117.7990742,2085
9/17/2006,117.8127383,2086
9/18/2006,117.8266952,2087
9/19/2006,117.8409435,2088
9/20/2006,117.8554814,2089
9/21/2006,117.8703074,2090
9/22/2006,117.8854196,2091
9/23/2006,117.9008161,2092
9/24/2006,117.9164951,2093
9/25/2006,117.9324545,2094
9/26/2006,117.9486922,2095
9/27/2006,117.965206,2096
9/28/2006,117.9819935,2097
9/29/2006,117.9990524,2098
9/30/2006,118.0163803,2099
10/1/2006,118.0339746,2100
10/2/2006,118.0518327,2101
10/3/2006,118.0699519,2102
10/4/2006,118.0883294,2103
10/5/2006,118.1069624,2104
10/6/2006,118.125848,2105
10/7/2006,118.144983,2106
10/8/2006,118.1643645,2107
10/9/2006,118.1839892,2108
10/10/2006,118.203854,2109
10/11/2006,118.2239556,2110
10/12/2006,118.2442904,2111
10/13/2006,118.2648552,2112
10/14/2006,118.2856463,2113
10/15/2006,118.3066602,2114
10/16/2006,118.3278932,2115
10/17/2006,118.3493416,2116
10/18/2006,118.3710016,2117
10/19/2006,118.3928694,2118
10/20/2006,118.414941,2119
10/21/2006,118.4372124,2120
10/22/2006,118.4596796,2121
10/23/2006,118.4823385,2122
10/24/2006,118.505185,2123
10/25/2006,118.5282147,2124
10/26/2006,118.5514236,2125
10/27/2006,118.5748071,2126
10/28/2006,118.598361,2127
10/29/2006,118.6220807,2128
10/30/2006,118.6459619,2129
10/31/2006,118.67,2130
11/1/2006,118.6941904,2131
11/2/2006,118.7185284,2132
11/3/2006,118.7430095,2133
11/4/2006,118.7676289,2134
11/5/2006,118.7923817,2135
11/6/2006,118.8172634,2136
11/7/2006,118.8422689,2137
11/8/2006,118.8673934,2138
11/9/2006,118.8926321,2139
11/10/2006,118.9179799,2140
11/11/2006,118.9434318,2141
11/12/2006,118.968983,2142
11/13/2006,118.9946283,2143
11/14/2006,119.0203626,2144
11/15/2006,119.046181,2145
11/16/2006,119.0720781,2146
11/17/2006,119.0980489,2147
11/18/2006,119.1240883,2148
11/19/2006,119.150191,2149
11/20/2006,119.1763518,2150
11/21/2006,119.2025655,2151
11/22/2006,119.2288269,2152
11/23/2006,119.2551307,2153
11/24/2006,119.2814715,2154
11/25/2006,119.3078443,2155
11/26/2006,119.3342435,2156
11/27/2006,119.360664,2157
11/28/2006,119.3871005,2158
11/29/2006,119.4135476,2159
11/30/2006,119.44,2160
12/1/2006,119.4664524,2161
12/2/2006,119.4928995,2162
12/3/2006,119.519336,2163
12/4/2006,119.5457565,2164
12/5/2006,119.5721557,2165
12/6/2006,119.5985285,2166
12/7/2006,119.6248693,2167
12/8/2006,119.6511731,2168
12/9/2006,119.6774345,2169
12/10/2006,119.7036482,2170
12/11/2006,119.729809,2171
12/12/2006,119.7559117,2172
12/13/2006,119.7819511,2173
12/14/2006,119.8079219,2174
12/15/2006,119.833819,2175
12/16/2006,119.8596374,2176
12/17/2006,119.8853717,2177
12/18/2006,119.911017,2178
12/19/2006,119.9365682,2179
12/20/2006,119.9620201,2180
12/21/2006,119.9873679,2181
12/22/2006,120.0126066,2182
12/23/2006,120.0377311,2183
12/24/2006,120.0627366,2184
12/25/2006,120.0876183,2185
12/26/2006,120.1123711,2186
12/27/2006,120.1369905,2187
12/28/2006,120.1614716,2188
12/29/2006,120.1858096,2189
12/30/2006,120.21,2190
12/31/2006,120.2340381,2191
1/1/2007,120.2579193,2192
1/2/2007,120.281639,2193
1/3/2007,120.3051929,2194
1/4/2007,120.3285764,2195
1/5/2007,120.3517853,2196
1/6/2007,120.374815,2197
1/7/2007,120.3976615,2198
1/8/2007,120.4203204,2199
1/9/2007,120.4427876,2200
1/10/2007,120.465059,2201
1/11/2007,120.4871306,2202
1/12/2007,120.5089984,2203
1/13/2007,120.5306584,2204
1/14/2007,120.5521068,2205
1/15/2007,120.5733398,2206
1/16/2007,120.5943537,2207
1/17/2007,120.6151448,2208
1/18/2007,120.6357096,2209
1/19/2007,120.6560444,2210
1/20/2007,120.676146,2211
1/21/2007,120.6960108,2212
1/22/2007,120.7156355,2213
1/23/2007,120.735017,2214
1/24/2007,120.754152,2215
1/25/2007,120.7730376,2216
1/26/2007,120.7916706,2217
1/27/2007,120.8100481,2218
1/28/2007,120.8281673,2219
1/29/2007,120.8460254,2220
1/30/2007,120.8636197,2221
1/31/2007,120.8809476,2222
2/1/2007,120.8980065,2223
2/2/2007,120.914794,2224
2/3/2007,120.9313078,2225
2/4/2007,120.9475455,2226
2/5/2007,120.9635049,2227
2/6/2007,120.9791839,2228
2/7/2007,120.9945804,2229
2/8/2007,121.0096926,2230
2/9/2007,121.0245186,2231
2/10/2007,121.0390565,2232
2/11/2007,121.0533048,2233
2/12/2007,121.0672617,2234
2/13/2007,121.0809258,2235
2/14/2007,121.0942957,2236
2/15/2007,121.1073701,2237
2/16/2007,121.1201476,2238
2/17/2007,121.1326272,2239
2/18/2007,121.1448078,2240
2/19/2007,121.1566883,2241
2/20/2007,121.1682681,2242
2/21/2007,121.1795462,2243
2/22/2007,121.1905219,2244
2/23/2007,121.2011947,2245
2/24/2007,121.2115641,2246
2/25/2007,121.2216295,2247
2/26/2007,121.2313908,2248
2/27/2007,121.2408477,2249
2/28/2007,121.25,2250
3/1/2007,121.2588477,2251
3/2/2007,121.2673908,2252
3/3/2007,121.2756295,2253
3/4/2007,121.2835641,2254
3/5/2007,121.2911947,2255
3/6/2007,121.2985219,2256
3/7/2007,121.3055462,2257
3/8/2007,121.3122681,2258
3/9/2007,121.3186883,2259
3/10/2007,121.3248078,2260
3/11/2007,121.3306272,2261
3/12/2007,121.3361476,2262
3/13/2007,121.3413701,2263
3/14/2007,121.3462957,2264
3/15/2007,121.3509258,2265
3/16/2007,121.3552617,2266
3/17/2007,121.3593048,2267
3/18/2007,121.3630565,2268
3/19/2007,121.3665186,2269
3/20/2007,121.3696926,2270
3/21/2007,121.3725804,2271
3/22/2007,121.3751839,2272
3/23/2007,121.3775049,2273
3/24/2007,121.3795455,2274
3/25/2007,121.3813078,2275
3/26/2007,121.382794,2276
3/27/2007,121.3840065,2277
3/28/2007,121.3849476,2278
3/29/2007,121.3856197,2279
3/30/2007,121.3860254,2280
3/31/2007,121.3861673,2281
4/1/2007,121.3860481,2282
4/2/2007,121.3856706,2283
4/3/2007,121.3850376,2284
4/4/2007,121.384152,2285
4/5/2007,121.383017,2286
4/6/2007,121.3816355,2287
4/7/2007,121.3800108,2288
4/8/2007,121.378146,2289
4/9/2007,121.3760444,2290
4/10/2007,121.3737096,2291
4/11/2007,121.3711448,2292
4/12/2007,121.3683537,2293
4/13/2007,121.3653398,2294
4/14/2007,121.3621068,2295
4/15/2007,121.3586584,2296
4/16/2007,121.3549984,2297
4/17/2007,121.3511306,2298
4/18/2007,121.347059,2299
4/19/2007,121.3427876,2300
4/20/2007,121.3383204,2301
4/21/2007,121.3336615,2302
4/22/2007,121.328815,2303
4/23/2007,121.3237853,2304
4/24/2007,121.3185764,2305
4/25/2007,121.3131929,2306
4/26/2007,121.307639,2307
4/27/2007,121.3019193,2308
4/28/2007,121.2960381,2309
4/29/2007,121.29,2310
4/30/2007,121.2838096,2311
5/1/2007,121.2774716,2312
5/2/2007,121.2709905,2313
5/3/2007,121.2643711,2314
5/4/2007,121.2576183,2315
5/5/2007,121.2507366,2316
5/6/2007,121.2437311,2317
5/7/2007,121.2366066,2318
5/8/2007,121.2293679,2319
5/9/2007,121.2220201,2320
5/10/2007,121.2145682,2321
5/11/2007,121.207017,2322
5/12/2007,121.1993717,2323
5/13/2007,121.1916374,2324
5/14/2007,121.183819,2325
5/15/2007,121.1759219,2326
5/16/2007,121.1679511,2327
5/17/2007,121.1599117,2328
5/18/2007,121.151809,2329
5/19/2007,121.1436482,2330
5/20/2007,121.1354345,2331
5/21/2007,121.1271731,2332
5/22/2007,121.1188693,2333
5/23/2007,121.1105285,2334
5/24/2007,121.1021557,2335
5/25/2007,121.0937565,2336
5/26/2007,121.085336,2337
5/27/2007,121.0768995,2338
5/28/2007,121.0684524,2339
5/29/2007,121.06,2340
5/30/2007,121.0515476,2341
5/31/2007,121.0431005,2342
6/1/2007,121.034664,2343
6/2/2007,121.0262435,2344
6/3/2007,121.0178443,2345
6/4/2007,121.0094715,2346
6/5/2007,121.0011307,2347
6/6/2007,120.9928269,2348
6/7/2007,120.9845655,2349
6/8/2007,120.9763518,2350
6/9/2007,120.968191,2351
6/10/2007,120.9600883,2352
6/11/2007,120.9520489,2353
6/12/2007,120.9440781,2354
6/13/2007,120.936181,2355
6/14/2007,120.9283626,2356
6/15/2007,120.9206283,2357
6/16/2007,120.912983,2358
6/17/2007,120.9054318,2359
6/18/2007,120.8979799,2360
6/19/2007,120.8906321,2361
6/20/2007,120.8833934,2362
6/21/2007,120.8762689,2363
6/22/2007,120.8692634,2364
6/23/2007,120.8623817,2365
6/24/2007,120.8556289,2366
6/25/2007,120.8490095,2367
6/26/2007,120.8425284,2368
6/27/2007,120.8361904,2369
6/28/2007,120.83,2370
6/29/2007,120.8239619,2371
6/30/2007,120.8180807,2372
7/1/2007,120.812361,2373
7/2/2007,120.8068071,2374
7/3/2007,120.8014236,2375
7/4/2007,120.7962147,2376
7/5/2007,120.791185,2377
7/6/2007,120.7863385,2378
7/7/2007,120.7816796,2379
7/8/2007,120.7772124,2380
7/9/2007,120.772941,2381
7/10/2007,120.7688694,2382
7/11/2007,120.7650016,2383
7/12/2007,120.7613416,2384
7/13/2007,120.7578932,2385
7/14/2007,120.7546602,2386
7/15/2007,120.7516463,2387
7/16/2007,120.7488552,2388
7/17/2007,120.7462904,2389
7/18/2007,120.7439556,2390
7/19/2007,120.741854,2391
7/20/2007,120.7399892,2392
7/21/2007,120.7383645,2393
7/22/2007,120.736983,2394
7/23/2007,120.735848,2395
7/24/2007,120.7349624,2396
7/25/2007,120.7343294,2397
7/26/2007,120.7339519,2398
7/27/2007,120.7338327,2399
7/28/2007,120.7339746,2400
7/29/2007,120.7343803,2401
7/30/2007,120.7350524,2402
7/31/2007,120.7359935,2403
8/1/2007,120.737206,2404
8/2/2007,120.7386922,2405
8/3/2007,120.7404545,2406
8/4/2007,120.7424951,2407
8/5/2007,120.7448161,2408
8/6/2007,120.7474196,2409
8/7/2007,120.7503074,2410
8/8/2007,120.7534814,2411
8/9/2007,120.7569435,2412
8/10/2007,120.7606952,2413
8/11/2007,120.7647383,2414
8/12/2007,120.7690742,2415
8/13/2007,120.7737043,2416
8/14/2007,120.7786299,2417
8/15/2007,120.7838524,2418
8/16/2007,120.7893728,2419
8/17/2007,120.7951922,2420
8/18/2007,120.8013117,2421
8/19/2007,120.8077319,2422
8/20/2007,120.8144538,2423
8/21/2007,120.8214781,2424
8/22/2007,120.8288053,2425
8/23/2007,120.8364359,2426
8/24/2007,120.8443705,2427
8/25/2007,120.8526092,2428
8/26/2007,120.8611523,2429
8/27/2007,120.87,2430
8/28/2007,120.8791523,2431
8/29/2007,120.8886092,2432
8/30/2007,120.8983705,2433
8/31/2007,120.9084359,2434
9/1/2007,120.9188053,2435
9/2/2007,120.9294781,2436
9/3/2007,120.9404538,2437
9/4/2007,120.9517319,2438
9/5/2007,120.9633117,2439
9/6/2007,120.9751922,2440
9/7/2007,120.9873728,2441
9/8/2007,120.9998524,2442
9/9/2007,121.0126299,2443
9/10/2007,121.0257043,2444
9/11/2007,121.0390742,2445
9/12/2007,121.0527383,2446
9/13/2007,121.0666952,2447
9/14/2007,121.0809435,2448
9/15/2007,121.0954814,2449
9/16/2007,121.1103074,2450
9/17/2007,121.1254196,2451
9/18/2007,121.1408161,2452
9/19/2007,121.1564951,2453
9/20/2007,121.1724545,2454
9/21/2007,121.1886922,2455
9/22/2007,121.205206,2456
9/23/2007,121.2219935,2457
9/24/2007,121.2390524,2458
9/25/2007,121.2563803,2459
9/26/2007,121.2739746,2460
9/27/2007,121.2918327,2461
9/28/2007,121.3099519,2462
9/29/2007,121.3283294,2463
9/30/2007,121.3469624,2464
10/1/2007,121.365848,2465
10/2/2007,121.384983,2466
10/3/2007,121.4043645,2467
10/4/2007,121.4239892,2468
10/5/2007,121.443854,2469
10/6/2007,121.4639556,2470
10/7/2007,121.4842904,2471
10/8/2007,121.5048552,2472
10/9/2007,121.5256463,2473
10/10/2007,121.5466602,2474
10/11/2007,121.5678932,2475
10/12/2007,121.5893416,2476
10/13/2007,121.6110016,2477
10/14/2007,121.6328694,2478
10/15/2007,121.654941,2479
10/16/2007,121.6772124,2480
10/17/2007,121.6996796,2481
10/18/2007,121.7223385,2482
10/19/2007,121.745185,2483
10/20/2007,121.7682147,2484
10/21/2007,121.7914236,2485
10/22/2007,121.8148071,2486
10/23/2007,121.838361,2487
10/24/2007,121.8620807,2488
10/25/2007,121.8859619,2489
10/26/2007,121.91,2490
10/27/2007,121.9341904,2491
10/28/2007,121.9585284,2492
10/29/2007,121.9830095,2493
10/30/2007,122.0076289,2494
10/31/2007,122.0323817,2495
11/1/2007,122.0572634,2496
11/2/2007,122.0822689,2497
11/3/2007,122.1073934,2498
11/4/2007,122.1326321,2499
11/5/2007,122.1579799,2500
11/6/2007,122.1834318,2501
11/7/2007,122.208983,2502
11/8/2007,122.2346283,2503
11/9/2007,122.2603626,2504
11/10/2007,122.286181,2505
11/11/2007,122.3120781,2506
11/12/2007,122.3380489,2507
11/13/2007,122.3640883,2508
11/14/2007,122.390191,2509
11/15/2007,122.4163518,2510
11/16/2007,122.4425655,2511
11/17/2007,122.4688269,2512
11/18/2007,122.4951307,2513
11/19/2007,122.5214715,2514
11/20/2007,122.5478443,2515
11/21/2007,122.5742435,2516
11/22/2007,122.600664,2517
11/23/2007,122.6271005,2518
11/24/2007,122.6535476,2519
11/25/2007,122.68,2520
11/26/2007,122.7064524,2521
11/27/2007,122.7328995,2522
11/28/2007,122.759336,2523
11/29/2007,122.7857565,2524
11/30/2007,122.8121557,2525
12/1/2007,122.8385285,2526
12/2/2007,122.8648693,2527
12/3/2007,122.8911731,2528
12/4/2007,122.9174345,2529
12/5/2007,122.9436482,2530
12/6/2007,122.969809,2531
12/7/2007,122.9959117,2532
12/8/2007,123.0219511,2533
12/9/2007,123.0479219,2534
12/10/2007,123.073819,2535
12/11/2007,123.0996374,2536
12/12/2007,123.1253717,2537
12/13/2007,123.151017,2538
12/14/2007,123.1765682,2539
12/15/2007,123.2020201,2540
12/16/2007,123.2273679,2541
12/17/2007,123.2526066,2542
12/18/2007,123.2777311,2543
12/19/2007,123.3027366,2544
12/20/2007,123.3276183,2545
12/21/2007,123.3523711,2546
12/22/2007,123.3769905,2547
12/23/2007,123.4014716,2548
12/24/2007,123.4258096,2549
12/25/2007,123.45,2550
12/26/2007,123.4740381,2551
12/27/2007,123.4979193,2552
12/28/2007,123.521639,2553
12/29/2007,123.5451929,2554
12/30/2007,123.5685764,2555
12/31/2007,123.5917853,2556
1/1/2008,123.614815,2557
1/2/2008,123.6376615,2558
1/3/2008,123.6603204,2559
1/4/2008,123.6827876,2560
1/5/2008,123.705059,2561
1/6/2008,123.7271306,2562
1/7/2008,123.7489984,2563
1/8/2008,123.7706584,2564
1/9/2008,123.7921068,2565
1/10/2008,123.8133398,2566
1/11/2008,123.8343537,2567
1/12/2008,123.8551448,2568
1/13/2008,123.8757096,2569
1/14/2008,123.8960444,2570
1/15/2008,123.916146,2571
1/16/2008,123.9360108,2572
1/17/2008,123.9556355,2573
1/18/2008,123.975017,2574
1/19/2008,123.994152,2575
1/20/2008,124.0130376,2576
1/21/2008,124.0316706,2577
1/22/2008,124.0500481,2578
1/23/2008,124.0681673,2579
1/24/2008,124.0860254,2580
1/25/2008,124.1036197,2581
1/26/2008,124.1209476,2582
1/27/2008,124.1380065,2583
1/28/2008,124.154794,2584
1/29/2008,124.1713078,2585
1/30/2008,124.1875455,2586
1/31/2008,124.2035049,2587
2/1/2008,124.2191839,2588
2/2/2008,124.2345804,2589
2/3/2008,124.2496926,2590
2/4/2008,124.2645186,2591
2/5/2008,124.2790565,2592
2/6/2008,124.2933048,2593
2/7/2008,124.3072617,2594
2/8/2008,124.3209258,2595
2/9/2008,124.3342957,2596
2/10/2008,124.3473701,2597
2/11/2008,124.3601476,2598
2/12/2008,124.3726272,2599
2/13/2008,124.3848078,2600
2/14/2008,124.3966883,2601
2/15/2008,124.4082681,2602
2/16/2008,124.4195462,2603
2/17/2008,124.4305219,2604
2/18/2008,124.4411947,2605
2/19/2008,124.4515641,2606
2/20/2008,124.4616295,2607
2/21/2008,124.4713908,2608
2/22/2008,124.4808477,2609
2/23/2008,124.49,2610
2/24/2008,124.4988477,2611
2/25/2008,124.5073908,2612
2/26/2008,124.5156295,2613
2/27/2008,124.5235641,2614
2/28/2008,124.5311947,2615
2/29/2008,124.5385219,2616
3/1/2008,124.5455462,2617
3/2/2008,124.5522681,2618
3/3/2008,124.5586883,2619
3/4/2008,124.5648078,2620
3/5/2008,124.5706272,2621
3/6/2008,124.5761476,2622
3/7/2008,124.5813701,2623
3/8/2008,124.5862957,2624
3/9/2008,124.5909258,2625
3/10/2008,124.5952617,2626
3/11/2008,124.5993048,2627
3/12/2008,124.6030565,2628
3/13/2008,124.6065186,2629
3/14/2008,124.6096926,2630
3/15/2008,124.6125804,2631
3/16/2008,124.6151839,2632
3/17/2008,124.6175049,2633
3/18/2008,124.6195455,2634
3/19/2008,124.6213078,2635
3/20/2008,124.622794,2636
3/21/2008,124.6240065,2637
3/22/2008,124.6249476,2638
3/23/2008,124.6256197,2639
3/24/2008,124.6260254,2640
3/25/2008,124.6261673,2641
3/26/2008,124.6260481,2642
3/27/2008,124.6256706,2643
3/28/2008,124.6250376,2644
3/29/2008,124.624152,2645
3/30/2008,124.623017,2646
3/31/2008,124.6216355,2647
